ID,prompt,URL firefly,URL midjourney,URL Dall.e 2,URL Glide,URL Stable Diffusion 1.*,URL Stable Diffusion 2.1,URL Stable Diffusion XL,URL Dall.e 3,N categories,N aes,cat 1,cat 2,cat 3,Aesthetic 1,Aesthetic 2,Aesthetic 3,"Scale (SD, Glide)",Temp (glide),md ver,md chaos,md raw,md stylize,md ar,,sd 1.x model,ff style 1,ff style 2,ff style 3,ff style 4,ff color,ff lighting,ff composition,ff aspectRatio,ff modelVersion,ff prompt text,ff command,sdxl res index,sd2 resolution,sdxl W,sdxl H,sd2/sdxl steps,sd2/sdxl sampler,sd2/sdxl guider,sd2/sdxl guider vanilla scale,sdxl use refiner,sdxl refiner steps,sdxl refiner sampler,sdxl refiner guider,sdxl refiner vanilla scale,sdxl refiner finish denoising
0210,"A brutalist photo of a tunnel entrance, shot under harsh midday sun, cool tones.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/210.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/210.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/210.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/210.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/210.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/210.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/210.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/210.png,1,1,<Photos of bridges or tunnels> ,,,<Brutalist> ,,,8.586843644,0.999,5.2,0,TRUE,113,6947:5000,#REF!,1-2,,,,,,,shot_from_below,portrait,2,A+brutalist+photo+of+a+tunnel+entrance%2C+shot+under+harsh+midday+sun%2C+cool+tones.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=A+brutalist+photo+of+a+tunnel+entrance%2C+shot+under+harsh+midday+sun%2C+cool+tones.&modelVersion=v2&aspectRatio=portrait&style=shot_from_below,25,768,1664,576,39,EulerAncestralSampler,IdentityGuider,,FALSE,,,,,
0211,"A photo of a Japanese lunch with a cityscape at night in the background, shot under soft indoor lighting, vibrant colours.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/211.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/211.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/211.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/211.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/211.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/211.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/211.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/211.png,2,0,"<Photos of different types and cultures of meals (breakfast, lunch, dinner, Chinese dinner, Japanese lunch, African food, etc)> ",<Photos of cityscapes at night> ,,,,,4.83887405,1,5.2,0,FALSE,184,2500:2231,#REF!,1-1,,,,,vibrant_colors,,,landscape,1,A+photo+of+a+Japanese+lunch+with+a+cityscape+at+night+in+the+background%2C+shot+under+soft+indoor+lighting%2C+vibrant+colours.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=A+photo+of+a+Japanese+lunch+with+a+cityscape+at+night+in+the+background%2C+shot+under+soft+indoor+lighting%2C+vibrant+colours.&modelVersion=v1&aspectRatio=landscape&style=vibrant_colors,18,768,1280,768,39,EulerEDMSampler,VanillaCFG,1.888676981,TRUE,38,EulerEDMSampler,VanillaCFG,3.143530949,FALSE
0212,"A selfie taken during a thunderstorm, rain visibly pouring, shot in low light, cool tones.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/212.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/212.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/212.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/212.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/212.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/212.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/212.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/212.png,2,0,"<Photos in different weather conditions (rain, fog, storm, thunderstorm, etc)> ",<Selfies> ,,,,,8.274470134,0.997,5.2,0,TRUE,121,10000:7027,#REF!,1-1,,,,,,,,square,1,A+selfie+taken+during+a+thunderstorm%2C+rain+visibly+pouring%2C+shot+in+low+light%2C+cool+tones.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=A+selfie+taken+during+a+thunderstorm%2C+rain+visibly+pouring%2C+shot+in+low+light%2C+cool+tones.&modelVersion=v1&aspectRatio=square,16,768,1152,832,42,EulerAncestralSampler,VanillaCFG,8.376093829,TRUE,43,LinearMultistepSampler,VanillaCFG,2.386257092,TRUE
0213,"A photo of a peaceful village street, shot in bright afternoon sun, warm tones.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/213.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/213.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/213.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/213.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/213.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/213.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/213.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/213.png,1,0,<Village street scenes> ,,,,,,3.17235026,0.995,5.1,22,TRUE,42,2000:1633,#REF!,1-1,,,,,,,wide_angle,square,1,A+photo+of+a+peaceful+village+street%2C+shot+in+bright+afternoon+sun%2C+warm+tones.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=A+photo+of+a+peaceful+village+street%2C+shot+in+bright+afternoon+sun%2C+warm+tones.&modelVersion=v1&aspectRatio=square&style=wide_angle,6,768,832,1152,38,HeunEDMSampler,VanillaCFG,5.33465346,TRUE,46,DPMPP2SAncestralSampler,IdentityGuider,,TRUE
0214,"An organized photo of people with their pets near a lake, shot in bright daylight, vibrant colours.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/214.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/214.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/214.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/214.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/214.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/214.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/214.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/214.png,2,1,<Photos of people with their pets> ,<Lakes and rivers> ,,<organized> ,,,7.609073092,0.996,5.2,0,TRUE,100,11819:10000,#REF!,1-2,minimalism,,,,,golden_hour,,square,2,An+organized+photo+of+people+with+their+pets+near+a+lake%2C+shot+in+bright+daylight%2C+vibrant+colours.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=An+organized+photo+of+people+with+their+pets+near+a+lake%2C+shot+in+bright+daylight%2C+vibrant+colours.&modelVersion=v2&aspectRatio=square&style=minimalism&style=golden_hour,16,768,1152,832,49,DPMPP2MSampler,VanillaCFG,1.829187126,TRUE,34,DPMPP2MSampler,VanillaCFG,4.721810837,FALSE
0215,"A shabby chic, chic photo of a temple under the night sky, stars shining brightly, shot in low light, cool tones.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/215.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/215.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/215.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/215.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/215.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/215.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/215.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/215.png,2,2,<Night sky> ,"<Photos of temples, shrines, churches, cathedrals or other religious buildings> ",,<Shabby chic> ,<Chic> ,,7.567979397,0.998,5.2,86,TRUE,100,1000:1149,#REF!,1-3,,,,,pastel_colors,dramatic_light,,portrait,1,A+shabby+chic%2C+chic+photo+of+a+temple+under+the+night+sky%2C+stars+shining+brightly%2C+shot+in+low+light%2C+cool+tones.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=A+shabby+chic%2C+chic+photo+of+a+temple+under+the+night+sky%2C+stars+shining+brightly%2C+shot+in+low+light%2C+cool+tones.&modelVersion=v1&aspectRatio=portrait&style=pastel_colors&style=dramatic_light,26,768,1728,576,35,EulerAncestralSampler,VanillaCFG,5.199049558,FALSE,,,,,
0216,"A romantic photo of a couple sharing their first dance at their wedding reception, shot in soft indoor lighting, warm tones.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/216.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/216.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/216.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/216.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/216.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/216.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/216.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/216.png,1,1,<Wedding ceremony or reception photos> ,,,<Romantic> ,,,7.929510779,0.998,5,0,FALSE,186,10073:10000,#REF!,1-4,,,,,,,,square,2,A+romantic+photo+of+a+couple+sharing+their+first+dance+at+their+wedding+reception%2C+shot+in+soft+indoor+lighting%2C+warm+tones.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=A+romantic+photo+of+a+couple+sharing+their+first+dance+at+their+wedding+reception%2C+shot+in+soft+indoor+lighting%2C+warm+tones.&modelVersion=v2&aspectRatio=square,4,768,768,1280,39,DPMPP2MSampler,VanillaCFG,7.286577804,TRUE,42,HeunEDMSampler,VanillaCFG,5.474768753,TRUE
0217,"A close-up photo of a frosted window, ice crystals visible in detail, shot under soft indoor light, cool tones.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/217.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/217.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/217.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/217.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/217.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/217.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/217.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/217.png,1,0,<Photos of frosted windows> ,,,,,,5.373542056,0.997,5.2,81,TRUE,121,13301:10000,#REF!,1-3,divine,,,,,,,portrait,1,A+close-up+photo+of+a+frosted+window%2C+ice+crystals+visible+in+detail%2C+shot+under+soft+indoor+light%2C+cool+tones.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=A+close-up+photo+of+a+frosted+window%2C+ice+crystals+visible+in+detail%2C+shot+under+soft+indoor+light%2C+cool+tones.&modelVersion=v1&aspectRatio=portrait&style=divine,3,768,768,1344,41,DPMPP2MSampler,IdentityGuider,,TRUE,34,HeunEDMSampler,VanillaCFG,7.483936597,TRUE
0218,"A long-exposure photo of a waterfall cascading down, shot under soft outdoor light, vibrant colours.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/218.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/218.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/218.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/218.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/218.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/218.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/218.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/218.png,1,0,<Waterfalls> ,,,,,,7.072329057,1,5.1,92,TRUE,87,10000:17753,#REF!,1-2,,,,,,,,widescreen,1,A+long-exposure+photo+of+a+waterfall+cascading+down%2C+shot+under+soft+outdoor+light%2C+vibrant+colours.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=A+long-exposure+photo+of+a+waterfall+cascading+down%2C+shot+under+soft+outdoor+light%2C+vibrant+colours.&modelVersion=v1&aspectRatio=widescreen,3,768,768,1344,33,HeunEDMSampler,VanillaCFG,1.45026628,FALSE,,,,,
0219,"A pop culture-inspired, modernist, vibrant photo of a colourful treehouse, shot under bright midday sun, vibrant colours.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/219.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/219.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/219.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/219.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/219.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/219.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/219.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/219.png,1,3,<Photos of treehouses or unusual homes> ,,,<Pop culture-inspired> ,<Modernist> ,<Vibrant> ,6.226643838,0.995,5.1,39,FALSE,100,11439:10000,#REF!,1-3,,,,,,low_lighting,closeup,square,2,A+pop+culture-inspired%2C+modernist%2C+vibrant+photo+of+a+colourful+treehouse%2C+shot+under+bright+midday+sun%2C+vibrant+colours.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=A+pop+culture-inspired%2C+modernist%2C+vibrant+photo+of+a+colourful+treehouse%2C+shot+under+bright+midday+sun%2C+vibrant+colours.&modelVersion=v2&aspectRatio=square&style=low_lighting&style=closeup,15,768,1152,896,34,EulerEDMSampler,VanillaCFG,4.984258171,FALSE,,,,,
0220,"A photo of a vineyard with a cave visible in the distance, shot under soft afternoon light, warm tones.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/220.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/220.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/220.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/220.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/220.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/220.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/220.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/220.png,2,0,<Photos of vineyards or orchards> ,<Caves and underground formations> ,,,,,5.371684533,0.996,5.2,0,FALSE,21,10000:13443,#REF!,1-3,kitschy,yarn,,,,,,landscape,1,A+photo+of+a+vineyard+with+a+cave+visible+in+the+distance%2C+shot+under+soft+afternoon+light%2C+warm+tones.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=A+photo+of+a+vineyard+with+a+cave+visible+in+the+distance%2C+shot+under+soft+afternoon+light%2C+warm+tones.&modelVersion=v1&aspectRatio=landscape&style=kitschy&style=yarn,12,768,1024,960,47,LinearMultistepSampler,VanillaCFG,4.123290059,FALSE,,,,,
0221,"A dangerous photo of a frosted window overlooking a mountain range, shot in low light, cool tones.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/221.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/221.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/221.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/221.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/221.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/221.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/221.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/221.png,2,1,<Photos of frosted windows> ,<Mountain ranges> ,,<dangerous> ,,,5.732211268,0.997,5,93,FALSE,100,14557:10000,#REF!,1-4,beautiful,beautiful,,,,,,square,1,A+dangerous+photo+of+a+frosted+window+overlooking+a+mountain+range%2C+shot+in+low+light%2C+cool+tones.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=A+dangerous+photo+of+a+frosted+window+overlooking+a+mountain+range%2C+shot+in+low+light%2C+cool+tones.&modelVersion=v1&aspectRatio=square&style=beautiful&style=beautiful,21,768,1408,704,48,EulerAncestralSampler,VanillaCFG,5.241251935,TRUE,36,LinearMultistepSampler,VanillaCFG,5.626419819,TRUE
0222,"A photo of a martial arts performance in an art gallery, shot under soft indoor lighting, cool tones.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/222.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/222.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/222.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/222.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/222.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/222.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/222.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/222.png,2,0,<Photos of martial arts or dance performances> ,<Photos in museums or art galleries> ,,,,,7.779503377,0.995,5.1,14,FALSE,102,19943:10000,#REF!,1-1,,,,,,,,portrait,2,A+photo+of+a+martial+arts+performance+in+an+art+gallery%2C+shot+under+soft+indoor+lighting%2C+cool+tones.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=A+photo+of+a+martial+arts+performance+in+an+art+gallery%2C+shot+under+soft+indoor+lighting%2C+cool+tones.&modelVersion=v2&aspectRatio=portrait,8,512,896,1088,33,DPMPP2MSampler,IdentityGuider,,FALSE,,,,,
0223,"An artistic, breathtaking photo of footprints disappearing into the distance on a sandy beach, shot under soft morning light, warm tones.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/223.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/223.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/223.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/223.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/223.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/223.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/223.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/223.png,1,2,"<Photos of footprints in sand, snow, etc> ",,,<Breathtaking or majestic> ,<Artistic> ,,6.926759747,0.998,5.2,0,FALSE,116,10000:18519,#REF!,1-4,,,,,muted,,,portrait,1,An+artistic%2C+breathtaking+photo+of+footprints+disappearing+into+the+distance+on+a+sandy+beach%2C+shot+under+soft+morning+light%2C+warm+tones.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=An+artistic%2C+breathtaking+photo+of+footprints+disappearing+into+the+distance+on+a+sandy+beach%2C+shot+under+soft+morning+light%2C+warm+tones.&modelVersion=v1&aspectRatio=portrait&style=muted,17,768,1216,832,44,LinearMultistepSampler,VanillaCFG,5.773075999,TRUE,36,DPMPP2SAncestralSampler,IdentityGuider,,TRUE
0224,"A vintage photo of an old train on a rusty track, shot in bright daylight, warm tones.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/224.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/224.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/224.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/224.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/224.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/224.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/224.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/224.png,1,0,<Photos of trains or train tracks> ,,,,,,5.96562249,0.995,5.1,11,FALSE,100,9999:5000,#REF!,1-3,isometric,,,,pastel_colors,,,landscape,2,A+vintage+photo+of+an+old+train+on+a+rusty+track%2C+shot+in+bright+daylight%2C+warm+tones.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=A+vintage+photo+of+an+old+train+on+a+rusty+track%2C+shot+in+bright+daylight%2C+warm+tones.&modelVersion=v2&aspectRatio=landscape&style=isometric&style=pastel_colors,20,768,1344,704,42,HeunEDMSampler,VanillaCFG,2.296479169,FALSE,,,,,
0225,"A close-up photo of the intricate details of a statue, a piece of machinery in the background, shot under soft indoor light, cool tones.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/225.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/225.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/225.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/225.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/225.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/225.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/225.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/225.png,2,0,<Sculptures and statues> ,"<Macro of machinery, tech items or food ingredients> ",,,,,8.504055466,0.999,5.1,34,FALSE,100,7919:5000,#REF!,1-2,origami,,,,,dramatic_light,,square,1,A+close-up+photo+of+the+intricate+details+of+a+statue%2C+a+piece+of+machinery+in+the+background%2C+shot+under+soft+indoor+light%2C+cool+tones.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=A+close-up+photo+of+the+intricate+details+of+a+statue%2C+a+piece+of+machinery+in+the+background%2C+shot+under+soft+indoor+light%2C+cool+tones.&modelVersion=v1&aspectRatio=square&style=origami&style=dramatic_light,1,512,704,1408,39,DPMPP2MSampler,VanillaCFG,2.777566649,TRUE,35,EulerEDMSampler,VanillaCFG,7.119306924,TRUE
